hcp_id,first_name,last_name,specialty,segment,territory,city,state,practice_type,account_tenure,opt_out_flag,channel_preference,interaction_count_digital_ad,interaction_count_email,interaction_count_phone_call,interaction_count_rep_visit,interaction_count_webinar,successful_interactions_digital_ad,successful_interactions_email,successful_interactions_phone_call,successful_interactions_rep_visit,successful_interactions_webinar,success_rate_digital_ad,success_rate_email,success_rate_phone_call,success_rate_rep_visit,success_rate_webinar,last_engagement_date_digital_ad,last_engagement_date_email,last_engagement_date_phone_call,last_engagement_date_rep_visit,last_engagement_date_webinar,recency_days_digital_ad,recency_days_email,recency_days_phone_call,recency_days_rep_visit,recency_days_webinar,frequency_score_rep_visit,recency_score_rep_visit,frequency_score_phone_call,recency_score_phone_call,frequency_score_webinar,recency_score_webinar,frequency_score_email,recency_score_email,frequency_score_digital_ad,recency_score_digital_ad,channel_score_rep_visit,channel_score_phone_call,channel_score_webinar,channel_score_email,channel_score_digital_ad,weighted_engagement_score,engagement_rank,engagement_level,recommended_channel,engagement_eligible
41,Anna,Baker,dermatology,low_value,TERR_33,Memphis,TN,private_practice,0.5,False,Mixed,0.0,3.0,4.0,7.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.5,,2025-12-23 08:00:00,2025-11-27 14:00:00,2025-09-04 08:00:00,2025-08-14 16:00:00,,10,36,120,141,0.4117647058823529,0.2,0.25,0.45454545454545453,0.2,0.17543859649122806,0.17647058823529413,0.75,0.0,0.0,0.3778151260504201,0.1659090909090909,0.3450877192982456,0.20294117647058826,0.0,24.6,356,Medium Engagement,rep_visit,True
42,Brenda,Hurst,primary_care,high_value,TERR_19,Houston,TX,private_practice,0.5,False,In-Person-Heavy,0.0,8.0,3.0,6.0,8.0,0.0,1.0,0.0,3.0,2.0,0.0,0.125,0.0,0.5,0.25,,2025-10-31 13:00:00,2025-11-28 10:00:00,2025-11-20 09:00:00,2025-09-24 11:00:00,,63,35,43,100,0.35294117647058826,0.410958904109589,0.1875,0.46153846153846145,0.8,0.23076923076923073,0.47058823529411764,0.3225806451612903,0.0,0.0,0.4380741337630943,0.14855769230769228,0.41115384615384615,0.26819259962049335,0.0,28.36,282,Medium Engagement,rep_visit,True
43,Reginald,Robinson,cardiology,medium_value,TERR_46,Philadelphia,PA,hospital,4.5,False,Digital-Heavy,2.0,2.0,4.0,8.0,6.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.5,0.16666666666666666,2025-06-27 12:00:00,2025-03-19 16:00:00,2025-08-26 11:00:00,2025-12-10 15:00:00,2025-12-26 11:00:00,189,289,129,23,7,0.47058823529411764,0.5660377358490566,0.25,0.18867924528301888,0.6,0.8108108108108107,0.11764705882352941,0.09404388714733543,0.125,0.136986301369863,0.5043840177580466,0.6127358490566037,0.4254954954954955,0.05410289507652591,0.0648972602739726,37.68,129,Medium Engagement,phone_call,True
44,Whitney,Hicks,cardiology,low_value,TERR_29,Arlington,TX,hospital,1.4,True,In-Person-Heavy,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-28 17:00:00,,,,2025-12-15 12:00:00,249,,,,18,0.0,0.0,0.0,0.0,0.3,0.625,0.0,0.0,0.125,0.1075268817204301,0.0,0.0,0.215,0.0,0.05900537634408602,5.19,500,Low Engagement,Do Not Contact,False
45,Christopher,Williams,dermatology,low_value,TERR_32,Nashville,TN,clinic,1.0,False,In-Person-Heavy,2.0,1.0,5.0,4.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.75,0.0,2025-09-30 10:00:00,2025-08-04 16:00:00,2025-11-27 15:00:00,2025-10-29 08:00:00,2025-08-01 13:00:00,94,151,36,65,154,0.23529411764705882,0.31578947368421056,0.3125,0.45454545454545453,0.2,0.16304347826086957,0.058823529411764705,0.16574585635359115,0.125,0.24193548387096778,0.5087461300309597,0.6846590909090909,0.09260869565217392,0.05079623009424764,0.08588709677419357,32.86,219,Medium Engagement,phone_call,True
46,Daniel,Burton,primary_care,low_value,TERR_25,Omaha,NE,private_practice,3.5,False,In-Person-Heavy,1.0,6.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,2025-08-01 12:00:00,2025-11-17 11:00:00,2025-10-27 08:00:00,2025-07-11 15:00:00,2025-11-06 16:00:00,154,46,67,175,57,0.17647058823529413,0.14634146341463417,0.125,0.30927835051546393,0.2,0.3448275862068966,0.35294117647058826,0.39473684210526316,0.0625,0.16304347826086957,0.4155428024868484,0.09935567010309279,0.12896551724137933,0.35149638802889577,0.05135869565217391,23.08,381,Medium Engagement,rep_visit,True
47,Laura,Henderson,oncology,low_value,TERR_23,Los Angeles,CA,private_practice,5.8,False,In-Person-Heavy,2.0,4.0,4.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2025-12-25 10:00:00,2025-09-12 10:00:00,2025-12-10 17:00:00,2025-12-16 14:00:00,2025-09-15 14:00:00,8,112,23,17,109,0.17647058823529413,0.6382978723404256,0.25,0.5660377358490566,0.3,0.21582733812949642,0.23529411764705882,0.2112676056338028,0.125,0.7894736842105263,0.18060075093867337,0.1882075471698113,0.1331654676258993,0.3628417564208782,0.1953947368421053,20.22,419,Medium Engagement,email,True
48,Bryan,James,cardiology,high_value,TERR_40,Tucson,AZ,private_practice,1.2,False,In-Person-Heavy,2.0,4.0,7.0,4.0,6.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.14285714285714285,1.0,0.3333333333333333,2025-12-30 09:00:00,2025-12-10 10:00:00,2025-10-23 17:00:00,2025-12-24 11:00:00,2025-09-17 10:00:00,3,23,71,9,107,0.23529411764705882,0.7692307692307692,0.4375,0.297029702970297,0.6,0.21897810218978103,0.23529411764705882,0.5660377358490566,0.125,0.9090909090909091,0.7244343891402715,0.26208451202263083,0.3904622871046229,0.18379578246392897,0.21931818181818183,40.83,79,High Engagement,rep_visit,True
49,Wendy,Rice,primary_care,medium_value,TERR_35,Cleveland,OH,clinic,4.2,False,Digital-Heavy,2.0,5.0,4.0,6.0,7.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.6666666666666666,0.42857142857142855,2025-10-10 12:00:00,2025-12-11 09:00:00,2025-11-25 12:00:00,2025-12-23 11:00:00,2025-09-05 17:00:00,84,22,38,10,119,0.35294117647058826,0.75,0.25,0.4411764705882353,0.7,0.20134228187919462,0.29411764705882354,0.5769230769230769,0.125,0.2631578947368421,0.5892156862745098,0.16323529411764706,0.4645541706615532,0.20361990950226244,0.5901315789473685,42.14,65,High Engagement,digital_ad,True
50,Tasha,Valencia,primary_care,medium_value,TERR_07,Kansas City,MO,clinic,3.3,True,In-Person-Heavy,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.5,2025-09-30 17:00:00,,,2025-11-21 11:00:00,2025-08-13 08:00:00,94,,,42,142,0.29411764705882354,0.4166666666666667,0.0,0.0,0.2,0.1744186046511628,0.0,0.0,0.125,0.24193548387096778,0.6715686274509804,0.0,0.34488372093023256,0.0,0.08588709677419357,28.33,283,Medium Engagement,Do Not Contact,False
51,Alexander,Le,dermatology,high_value,TERR_23,Charlotte,NC,private_practice,3.4,False,Digital-Heavy,7.0,12.0,4.0,3.0,5.0,2.0,3.0,2.0,1.0,0.0,0.2857142857142857,0.25,0.5,0.3333333333333333,0.0,2025-11-13 15:00:00,2025-11-28 16:00:00,2025-12-03 16:00:00,2025-05-27 11:00:00,2025-12-17 16:00:00,50,35,30,220,16,0.17647058823529413,0.12000000000000002,0.25,0.5,0.5,0.6521739130434783,0.7058823529411765,0.46153846153846145,0.4375,0.37499999999999994,0.24360784313725492,0.42500000000000004,0.28043478260869564,0.4290723981900453,0.3491071428571429,33.09,212,Medium Engagement,email,True
52,Erin,Herrera,endocrinology,medium_value,TERR_22,Oklahoma City,OK,clinic,2.6,False,Mixed,9.0,5.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.2222222222222222,0.4,0.0,0.0,0.0,2025-11-14 14:00:00,2025-12-11 08:00:00,2025-11-19 09:00:00,2025-06-02 12:00:00,2025-11-24 15:00:00,49,22,44,214,39,0.11764705882352941,0.12295081967213116,0.1875,0.4054054054054054,0.4,0.4347826086956522,0.29411764705882354,0.5769230769230769,0.5625,0.379746835443038,0.05988428158148505,0.13733108108108108,0.20695652173913043,0.40361990950226245,0.3558104781997187,20.07,421,Medium Engagement,email,True
53,Joseph,Davidson,oncology,low_value,TERR_42,Philadelphia,PA,cancer_center,2.2,False,Digital-Heavy,3.0,5.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.2,0.0,0.0,0.0,2025-12-10 16:00:00,2025-12-23 14:00:00,2025-12-15 14:00:00,2025-10-22 16:00:00,2025-08-29 14:00:00,23,10,18,72,126,0.11764705882352941,0.29411764705882354,0.3125,0.625,0.3,0.1923076923076923,0.29411764705882354,0.75,0.1875,0.5660377358490566,0.09411764705882353,0.21875,0.12846153846153846,0.3382352941176471,0.5027908805031446,22.38,394,Medium Engagement,digital_ad,True
54,Daniel,Graham,cardiology,medium_value,TERR_44,Oakland,CA,private_practice,2.9,False,Digital-Heavy,10.0,9.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.1,0.2222222222222222,0.0,0.0,0.0,2025-12-05 12:00:00,2025-10-10 13:00:00,2025-11-07 10:00:00,2025-08-13 12:00:00,2025-06-03 09:00:00,28,84,56,142,213,0.058823529411764705,0.1744186046511628,0.125,0.3488372093023256,0.2,0.1234567901234568,0.5294117647058824,0.2631578947368421,0.625,0.5172413793103449,0.05253077975376197,0.10726744186046511,0.08469135802469135,0.3225662194702442,0.340948275862069,15.37,468,Low Engagement,digital_ad,True
55,Shawn,Mckay,dermatology,medium_value,TERR_35,Virginia Beach,VA,private_practice,0.9,False,In-Person-Heavy,2.0,5.0,3.0,8.0,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.6,0.0,0.25,0.2,2025-10-30 17:00:00,2025-12-16 13:00:00,2025-08-07 16:00:00,2025-10-17 12:00:00,2025-09-09 11:00:00,64,17,148,77,115,0.47058823529411764,0.2803738317757009,0.1875,0.16853932584269662,0.5,0.2068965517241379,0.29411764705882354,0.6382978723404256,0.125,0.3191489361702128,0.3222512369433755,0.08995786516853932,0.29137931034482756,0.5158948685857322,0.10132978723404257,26.55,323,Medium Engagement,email,True
56,Nancy,Baker,endocrinology,high_value,TERR_42,Baltimore,MD,private_practice,0.5,False,In-Person-Heavy,14.0,13.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.23076923076923078,0.0,0.0,0.5,2025-12-25 12:00:00,2025-12-19 13:00:00,2025-11-06 09:00:00,2025-08-13 11:00:00,2025-07-29 11:00:00,8,14,57,142,157,0.11764705882352941,0.1744186046511628,0.125,0.3448275862068966,0.4,0.16042780748663102,0.7647058823529411,0.6818181818181818,0.875,0.7894736842105263,0.07017783857729137,0.10646551724137931,0.4020855614973262,0.4811600164541341,0.42039473684210527,25.8,339,Medium Engagement,email,True
57,Vincent,White,cardiology,low_value,TERR_37,Portland,OR,hospital,1.6,True,In-Person-Heavy,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.8,0.0,2025-07-15 10:00:00,,,2025-09-01 16:00:00,2025-10-23 17:00:00,171,,,123,71,0.29411764705882354,0.19607843137254904,0.0,0.0,0.3,0.297029702970297,0.0,0.0,0.0625,0.14925373134328357,0.5274509803921569,0.0,0.1494059405940594,0.0,0.048600746268656715,19.54,429,Low Engagement,Do Not Contact,False
58,Rita,Harrell,dermatology,high_value,TERR_12,New York,NY,private_practice,2.6,False,Digital-Heavy,1.0,5.0,7.0,15.0,2.0,0.0,2.0,2.0,13.0,0.0,0.0,0.4,0.2857142857142857,0.8666666666666667,0.0,2025-10-09 08:00:00,2025-12-19 14:00:00,2025-12-30 11:00:00,2025-12-10 13:00:00,2025-09-25 17:00:00,85,14,3,23,99,0.8823529411764706,0.5660377358490566,0.4375,0.9090909090909091,0.2,0.23255813953488372,0.29411764705882354,0.6818181818181818,0.0625,0.2608695652173913,0.8112467628560858,0.4559253246753247,0.10651162790697674,0.42459893048128344,0.07092391304347827,43.02,52,High Engagement,rep_visit,True
59,Kenneth,Fowler,oncology,low_value,TERR_25,Virginia Beach,VA,private_practice,2.3,True,In-Person-Heavy,1.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,2025-07-11 15:00:00,,,2025-12-11 09:00:00,2025-09-25 17:00:00,175,,,22,99,0.5882352941176471,0.5769230769230769,0.0,0.0,0.3,0.23255813953488372,0.0,0.0,0.0625,0.14634146341463417,0.6918552036199096,0.0,0.13651162790697674,0.0,0.04801829268292683,24.21,365,Medium Engagement,Do Not Contact,False
60,Chelsea,Hernandez,dermatology,medium_value,TERR_39,Phoenix,AZ,private_practice,1.0,False,Digital-Heavy,6.0,9.0,7.0,4.0,5.0,0.0,1.0,1.0,3.0,1.0,0.0,0.1111111111111111,0.14285714285714285,0.75,0.2,2025-12-08 13:00:00,2025-07-18 15:00:00,2025-11-03 10:00:00,2025-11-11 15:00:00,2025-12-29 12:00:00,25,168,60,52,4,0.23529411764705882,0.36585365853658536,0.4375,0.3333333333333333,0.5,0.8823529411764706,0.5294117647058824,0.15151515151515152,0.375,0.5454545454545454,0.5187589670014346,0.2693452380952381,0.42647058823529416,0.24468211527035055,0.22159090909090906,36.47,160,Medium Engagement,rep_visit,True
61,Kathryn,Ryan,dermatology,medium_value,TERR_29,Columbus,OH,private_practice,4.7,False,Mixed,3.0,4.0,3.0,3.0,7.0,0.0,2.0,2.0,0.0,3.0,0.0,0.5,0.6666666666666666,0.0,0.42857142857142855,2025-10-16 16:00:00,2025-08-26 11:00:00,2025-08-04 15:00:00,2025-11-03 17:00:00,2025-12-17 11:00:00,78,129,151,60,16,0.17647058823529413,0.3333333333333333,0.1875,0.16574585635359115,0.7,0.6521739130434783,0.23529411764705882,0.18867924528301888,0.1875,0.2777777777777778,0.1196078431372549,0.42273250460405154,0.5547204968944099,0.3583240843507214,0.11180555555555555,30.19,255,Medium Engagement,webinar,True
62,Kimberly,Moreno,endocrinology,medium_value,TERR_46,Phoenix,AZ,private_practice,3.1,True,Mixed,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,2025-11-24 17:00:00,,,2025-10-27 12:00:00,2025-11-17 15:00:00,39,,,67,46,0.4117647058823529,0.30927835051546393,0.0,0.0,0.3,0.39473684210526316,0.0,0.0,0.3125,0.4347826086956522,0.3282422247249415,0.0,0.16894736842105262,0.0,0.18070652173913043,15.94,464,Low Engagement,Do Not Contact,False
63,Aaron,Nguyen,endocrinology,low_value,TERR_30,Mesa,AZ,private_practice,0.8,False,In-Person-Heavy,2.0,3.0,3.0,3.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,2025-10-29 17:00:00,2025-12-12 12:00:00,2025-05-07 10:00:00,2025-09-02 13:00:00,2025-11-24 11:00:00,65,21,240,122,39,0.17647058823529413,0.19736842105263158,0.1875,0.1111111111111111,0.4,0.4347826086956522,0.17647058823529413,0.5882352941176471,0.125,0.31578947368421056,0.42574819401444786,0.4118055555555555,0.20695652173913043,0.6705882352941177,0.10065789473684211,36.72,154,Medium Engagement,email,True
64,Andrew,Hickman,oncology,medium_value,TERR_34,Milwaukee,WI,cancer_center,4.4,False,Digital-Heavy,6.0,2.0,9.0,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.0,0.5,0.4444444444444444,1.0,0.0,2025-11-12 15:00:00,2025-12-10 10:00:00,2025-11-26 11:00:00,2025-11-18 16:00:00,2025-12-26 11:00:00,51,23,37,45,7,0.23529411764705882,0.4,0.5625,0.44776119402985076,0.3,0.8108108108108107,0.11764705882352941,0.5660377358490566,0.375,0.37037037037037035,0.6505882352941177,0.48052446102819235,0.25216216216216214,0.3985016648168701,0.18657407407407406,42.95,55,High Engagement,rep_visit,True
65,Natasha,Decker,oncology,medium_value,TERR_04,San Francisco,CA,cancer_center,3.4,False,Mixed,1.0,2.0,8.0,11.0,4.0,1.0,0.0,6.0,5.0,4.0,1.0,0.0,0.75,0.45454545454545453,1.0,2025-08-26 12:00:00,2025-12-22 12:00:00,2025-11-13 11:00:00,2025-10-21 15:00:00,2025-08-07 17:00:00,129,11,50,73,148,0.6470588235294118,0.29126213592233013,0.5,0.37499999999999994,0.4,0.16853932584269662,0.11764705882352941,0.7317073170731707,0.0625,0.18867924528301888,0.47964280151601685,0.6,0.6537078651685393,0.18163558106169297,0.5564858490566038,50.54,5,High Engagement,webinar,True
66,Kyle,Brown,oncology,high_value,TERR_27,Washington,DC,hospital,4.2,False,Digital-Heavy,3.0,8.0,8.0,5.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.5,0.2,0.0,2025-10-01 16:00:00,2025-09-25 14:00:00,2025-11-11 08:00:00,2025-12-15 17:00:00,2025-10-16 09:00:00,93,99,52,18,78,0.29411764705882354,0.625,0.5,0.36585365853658536,0.1,0.2777777777777778,0.47058823529411764,0.23255813953488372,0.1875,0.24390243902439027,0.31323529411764706,0.4731707317073171,0.08555555555555555,0.18768809849521204,0.10503048780487806,24.96,352,Medium Engagement,phone_call,True
67,Natalie,Arroyo,endocrinology,low_value,TERR_37,Jacksonville,FL,private_practice,6.0,False,In-Person-Heavy,1.0,0.0,8.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.25,0.6666666666666666,0.5,2025-08-06 14:00:00,,2025-12-29 10:00:00,2025-11-20 10:00:00,2025-12-12 15:00:00,149,,4,43,21,0.17647058823529413,0.410958904109589,0.5,0.8823529411764706,0.2,0.5882352941176471,0.0,0.0,0.0625,0.16759776536312848,0.46846629062583933,0.4514705882352942,0.42764705882352944,0.0,0.052269553072625694,32.42,226,Medium Engagement,rep_visit,True
68,Christopher,Tucker,cardiology,high_value,TERR_43,Oakland,CA,clinic,0.5,False,Digital-Heavy,11.0,7.0,7.0,4.0,5.0,3.0,3.0,3.0,1.0,2.0,0.2727272727272727,0.42857142857142855,0.42857142857142855,0.25,0.4,2025-12-24 09:00:00,2025-10-16 14:00:00,2025-12-10 09:00:00,2025-12-29 17:00:00,2025-11-28 17:00:00,9,78,23,4,35,0.23529411764705882,0.8823529411764706,0.4375,0.5660377358490566,0.5,0.46153846153846145,0.4117647058823529,0.2777777777777778,0.6875,0.7692307692307692,0.3720588235294118,0.4587432614555256,0.4423076923076923,0.3933706816059757,0.4964597902097902,42.53,58,High Engagement,digital_ad,True
69,Chad,Hodges,dermatology,medium_value,TERR_08,Louisville,KY,private_practice,3.5,False,Mixed,0.0,4.0,4.0,5.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,0.25,0.5,0.4,0.3333333333333333,,2025-12-26 16:00:00,2025-10-28 14:00:00,2025-11-10 09:00:00,2025-08-05 11:00:00,,7,66,53,150,0.29411764705882354,0.3614457831325301,0.25,0.3125,0.3,0.16666666666666666,0.23529411764705882,0.8108108108108107,0.0,0.0,0.3605244507441531,0.3875,0.29,0.3577503974562798,0.0,29.73,261,Medium Engagement,phone_call,True
70,Katie,Anderson,oncology,low_value,TERR_41,San Antonio,TX,cancer_center,3.1,False,Digital-Heavy,7.0,5.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.14285714285714285,0.6,0.0,0.0,0.0,2025-10-23 17:00:00,2025-12-31 17:00:00,2025-07-22 14:00:00,2025-08-05 08:00:00,2025-08-15 08:00:00,71,2,164,150,140,0.058823529411764705,0.16666666666666666,0.0625,0.15463917525773196,0.2,0.1764705882352941,0.29411764705882354,0.9375,0.4375,0.297029702970297,0.050980392156862744,0.049677835051546396,0.09529411764705882,0.575735294117647,0.26208451202263083,17.0,457,Low Engagement,email,True
71,Thomas,Pierce,endocrinology,low_value,TERR_36,San Jose,CA,clinic,3.5,False,In-Person-Heavy,6.0,14.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.16666666666666666,0.42857142857142855,0.0,0.0,0.0,2025-11-28 16:00:00,2025-12-23 09:00:00,2025-09-15 09:00:00,,2025-12-12 16:00:00,35,10,109,,21,0.0,0.0,0.3125,0.21582733812949642,0.2,0.5882352941176471,0.8235294117647058,0.75,0.375,0.46153846153846145,0.0,0.1369154676258993,0.17764705882352944,0.6113445378151261,0.2881410256410256,19.78,428,Low Engagement,email,True
72,Joseph,Brennan,dermatology,high_value,TERR_49,Sacramento,CA,clinic,1.1,False,Mixed,2.0,6.0,8.0,7.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.25,0.5714285714285714,0.0,2025-10-27 13:00:00,2025-12-12 12:00:00,2025-12-24 16:00:00,2025-12-04 08:00:00,2025-10-07 12:00:00,67,21,9,29,87,0.4117647058823529,0.5084745762711864,0.5,0.7692307692307692,0.6,0.25641025641025644,0.35294117647058826,0.5882352941176471,0.125,0.30927835051546393,0.5109386127332289,0.4288461538461539,0.2312820512820513,0.2235294117647059,0.09935567010309279,33.37,204,Medium Engagement,rep_visit,True
73,Rodney,Lewis,endocrinology,low_value,TERR_37,Jacksonville,FL,private_practice,1.6,False,In-Person-Heavy,0.0,4.0,6.0,13.0,2.0,0.0,2.0,5.0,4.0,1.0,0.0,0.5,0.8333333333333334,0.3076923076923077,0.5,,2025-12-15 09:00:00,2026-01-01 15:00:00,2025-12-03 11:00:00,2025-11-24 11:00:00,,18,1,30,39,0.7647058823529411,0.5,0.375,0.9677419354838709,0.2,0.4347826086956522,0.23529411764705882,0.625,0.0,0.0,0.48325791855203615,0.7227150537634408,0.39695652173913043,0.4455882352941176,0.0,43.57,45,High Engagement,phone_call,True
74,Amber,Blair,primary_care,low_value,TERR_35,Raleigh,NC,clinic,1.0,False,Digital-Heavy,2.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.2,0.0,1.0,2025-10-20 14:00:00,2025-06-10 12:00:00,2025-12-18 17:00:00,,2025-09-02 09:00:00,74,206,15,,122,0.0,0.0,0.3125,0.6666666666666666,0.1,0.19736842105263158,0.11764705882352941,0.1271186440677966,0.125,0.28846153846153844,0.0,0.32708333333333334,0.5694736842105264,0.3107178464606181,0.09519230769230769,24.02,369,Medium Engagement,webinar,True
75,James,Collins,primary_care,medium_value,TERR_19,Arlington,TX,private_practice,0.5,False,Mixed,4.0,5.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2025-05-21 15:00:00,2025-12-10 15:00:00,2025-09-10 11:00:00,,2025-06-30 15:00:00,226,23,114,,186,0.0,0.0,0.125,0.20833333333333334,0.3,0.1388888888888889,0.29411764705882354,0.5660377358490566,0.25,0.1171875,0.0,0.07916666666666666,0.11777777777777777,0.30144284128745835,0.0984375,9.94,494,Low Engagement,email,True
76,Wanda,Santos,endocrinology,high_value,TERR_12,Dallas,TX,private_practice,0.5,False,In-Person-Heavy,10.0,14.0,7.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.21428571428571427,0.2857142857142857,0.0,0.0,2025-12-17 08:00:00,2025-12-09 11:00:00,2025-12-25 15:00:00,2025-08-04 09:00:00,2025-10-28 08:00:00,16,24,8,151,66,0.11764705882352941,0.16574585635359115,0.4375,0.7894736842105263,0.1,0.3125,0.8235294117647058,0.5555555555555556,0.625,0.6521739130434783,0.06844328891777705,0.4320018796992482,0.0925,0.46531279178338,0.3179347826086957,24.29,362,Medium Engagement,email,True
77,Samuel,Holmes,endocrinology,low_value,TERR_05,Sacramento,CA,hospital,2.7,False,In-Person-Heavy,2.0,5.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2025-11-11 12:00:00,2025-07-28 15:00:00,2025-10-16 17:00:00,2025-05-26 15:00:00,2025-09-30 11:00:00,52,158,78,221,94,0.058823529411764705,0.1195219123505976,0.125,0.2777777777777778,0.2,0.24193548387096778,0.29411764705882354,0.1595744680851064,0.125,0.36585365853658536,0.04155144129364893,0.09305555555555556,0.10838709677419356,0.22015018773466832,0.11067073170731706,10.24,493,Low Engagement,email,True
78,David,Walker,endocrinology,low_value,TERR_36,Nashville,TN,private_practice,4.4,False,Digital-Heavy,2.0,2.0,4.0,8.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.5,0.25,0.375,0.0,2025-12-17 15:00:00,2025-11-10 14:00:00,2025-09-12 15:00:00,2025-12-12 14:00:00,2025-03-18 17:00:00,16,53,112,21,290,0.47058823529411764,0.5882352941176471,0.25,0.2112676056338028,0.1,0.09375,0.11764705882352941,0.3614457831325301,0.125,0.6521739130434783,0.44632352941176473,0.24225352112676057,0.04875,0.35758327427356484,0.16793478260869565,27.09,309,Medium Engagement,rep_visit,True
79,Matthew,Chapman,primary_care,medium_value,TERR_47,Jacksonville,FL,private_practice,2.7,False,In-Person-Heavy,4.0,7.0,5.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.2,1.0,0.6666666666666666,2025-08-13 09:00:00,2025-12-26 17:00:00,2025-12-16 12:00:00,2025-06-26 12:00:00,2025-11-27 12:00:00,142,7,17,190,36,0.11764705882352941,0.13636363636363638,0.3125,0.6382978723404256,0.3,0.45454545454545453,0.4117647058823529,0.8108108108108107,0.25,0.1744186046511628,0.562566844919786,0.32140957446808516,0.5142424242424243,0.28569157392686806,0.10988372093023255,39.52,105,Medium Engagement,rep_visit,True
80,Jerry,Robinson,primary_care,high_value,TERR_38,San Antonio,TX,clinic,3.4,False,In-Person-Heavy,2.0,1.0,12.0,6.0,7.0,1.0,0.0,9.0,6.0,0.0,0.5,0.0,0.75,1.0,0.0,2025-05-05 15:00:00,2025-12-04 12:00:00,2025-11-19 13:00:00,2025-12-29 11:00:00,2025-12-12 11:00:00,242,29,44,4,21,0.35294117647058826,0.8823529411764706,0.75,0.4054054054054054,0.7,0.5882352941176471,0.058823529411764705,0.5084745762711864,0.125,0.11029411764705882,0.7823529411764706,0.681081081081081,0.3276470588235294,0.1193419740777667,0.3095588235294117,50.08,6,High Engagement,rep_visit,True
81,Chad,Welch,dermatology,high_value,TERR_08,New Orleans,LA,private_practice,0.5,False,Digital-Heavy,12.0,11.0,3.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.2727272727272727,0.3333333333333333,0.0,0.0,2025-11-10 08:00:00,2025-12-17 16:00:00,2025-12-01 16:00:00,,2025-10-08 16:00:00,53,16,32,,86,0.0,0.0,0.1875,0.48387096774193555,0.4,0.25862068965517243,0.6470588235294118,0.6521739130434783,0.75,0.3614457831325301,0.0,0.3196908602150538,0.17172413793103447,0.46091606603115554,0.297289156626506,21.2,406,Medium Engagement,email,True
